Date,revenue_lag_1,revenue_lag_7,revenue_lag_14,revenue_lag_28,revenue_lag_56,revenue_lag_365,revenue_lag_366,revenue_lag_7_gap549,revenue_lag_28_gap549,revenue_lag_365_gap549,cogs_lag_7,cogs_lag_7_gap549,cogs_lag_365,cogs_lag_365_gap549,revenue_roll_mean_7,revenue_roll_std_7,revenue_roll_mean_14,revenue_roll_std_14,revenue_roll_mean_28,revenue_roll_std_28,revenue_roll_mean_56,revenue_roll_std_56,revenue_roll_mean_91,revenue_roll_std_91,revenue_roll_mean_365,revenue_roll_std_365,revenue_roll_mean_28d_gap549,revenue_roll_std_28d_gap549,cogs_roll_mean_28d_gap549,cogs_roll_std_28d_gap549,revenue_roll_mean_91d_gap549,revenue_roll_std_91d_gap549,cogs_roll_mean_91d_gap549,cogs_roll_std_91d_gap549,revenue_roll_mean_365d_gap549,revenue_roll_std_365d_gap549,cogs_roll_mean_365d_gap549,cogs_roll_std_365d_gap549,cogs_roll_mean_28,gross_margin_lag_365,revenue_same_day_ly_365,revenue_same_day_ly_366,gross_margin_pct_lag_365_gap549,gross_margin_pct_roll_mean_91d_gap549,revenue_decomp_trend_m7_gap549,revenue_decomp_seasonal_m7_gap549,revenue_decomp_random_m7_gap549,cogs_decomp_trend_m7_gap549,cogs_decomp_seasonal_m7_gap549,cogs_decomp_random_m7_gap549,revenue_decomp_trend_m365_gap549,revenue_decomp_seasonal_m365_gap549,revenue_decomp_random_m365_gap549,cogs_decomp_trend_m365_gap549,cogs_decomp_seasonal_m365_gap549,cogs_decomp_random_m365_gap549
2017-04-13,3286486.34,4507541.9,8161672.8,5951627.11,2804909.03,3964814.61,3249272.4,4507541.9,5951627.11,3964814.61,3678096.41,3678096.41,3263898.52,3263898.52,3676936.3414285714,654152.6751208056,4193252.4185714284,1340727.1928992155,4858128.291785714,1598061.2236544169,4737182.309642857,1687174.7608413347,4712119.54,1881709.7968456254,5111147.7164657535,2655566.657420364,4858128.291785714,1598061.2236544169,4205708.132857143,1505331.258296612,4712119.54,1881709.7968456254,4740689.502967033,1896704.6523294935,5111147.7164657535,2655566.657420364,4494591.494438356,2274694.0192981837,4205708.132857143,0.17678407667086352,3964814.61,3249272.4,0.17678407667086352,-0.039890698476418816,3676936.3414285714,14134.348543417795,-405817.35285714275,2982445.9042857145,19861.213473389584,-296985.7165109894,5111147.716465754,-2309151.738684932,1673685.9947534236,4494591.494438357,-2217692.2359863017,1369950.8152191774
2017-04-14,4956524.37,4188998.54,7149980.42,4289955.17,3797369.86,5257692.13,3964814.61,4188998.54,4289955.17,5257692.13,3415837.46,3415837.46,4155288.51,4155288.51,3864078.1457142862,946926.2601475123,4075324.6149999998,1114110.8200544186,4901308.148928571,1598474.617129357,4767568.404464286,1685263.0046798468,4722639.636153847,1883421.527436088,5111808.809726028,2655633.2737268405,4901308.148928571,1598474.617129357,4229758.064285714,1503317.3033208326,4722639.636153847,1883421.527436088,4740751.235054945,1896694.4318285983,5111808.809726028,2655633.2737268405,4495352.233315068,2274626.662854677,4229758.064285714,0.20967443371394212,5257692.13,3964814.61,0.20967443371394212,-0.0380369849599359,3864078.145714286,254556.33708683518,66126.23967032938,3127748.867142857,266595.0608123252,48332.16315934021,5111808.809726028,-1338775.0693150691,3268719.056698631,4495352.233315069,-1313339.1170273975,2561936.0004794523
2017-04-15,5498991.17,3426493.43,6245594.21,4578098.38,3996506.07,5353820.23,5257692.13,3426493.43,4578098.38,5353820.23,2803278.62,2803278.62,4242284.88,4242284.88,3861915.551428572,948108.7256578816,3872878.9764285716,932043.4050538258,4859638.752142857,1622242.9293406396,4757119.283035715,1691931.5984053724,4692044.323296703,1881842.419365776,5106486.987917809,2657092.8807627265,4859638.752142857,1622242.9293406396,4180437.5467857146,1531896.77474236,4692044.323296703,1881842.419365776,4704722.098351648,1904682.8591063067,5106486.987917809,2657092.8807627265,4491035.3399452055,2276602.593764735,4180437.5467857146,0.20761536664446434,5353820.23,5257692.13,0.20761536664446434,-0.03608184626173983,3861915.551428571,235707.84521008437,-68356.23574175814,3108226.0357142854,201092.60843137265,-107412.28934065922,5106486.987917809,-421857.82513698586,109651.51423287578,4491035.339945206,-679111.6794109591,-115994.27828767244
2017-04-16,3411355.27,3233949.18,5328206.77,4322042.75,3542649.14,3174858.73,5353820.23,3233949.18,4322042.75,3174858.73,2641121.98,2641121.98,2517101.9,2517101.9,3938338.341428571,909843.0581790234,3761500.543571429,832619.7059252702,4839883.965000001,1632368.2274147447,4761159.632499999,1689246.7261159641,4674650.8646153845,1882991.9034881245,5108114.522109589,2656088.2059912435,4839883.965000001,1632368.2274147447,4146819.433571428,1548736.0749445248,4674650.8646153845,1882991.9034881245,4679933.117362637,1912764.5496306014,5108114.522109589,2656088.2059912435,4492218.584410959,2275685.889947329,4146819.433571428,0.20717672373409826,3174858.73,5353820.23,0.20717672373409826,-0.03399289789963009,3938338.3414285714,544071.4283193282,1015389.440796703,3152206.6285714284,429848.3313725495,920265.649478022,5108114.522109589,-691927.4548082191,-2154978.425630136,4492218.58441096,-916345.2234520551,-2107108.8871232877
2017-04-17,3768908.71,3267999.74,2171539.56,4626830.39,2826694.43,3035433.21,3174858.73,3267999.74,4626830.39,3035433.21,2663149.73,2663149.73,2343522.12,2343522.12,4017415.5728571424,864812.2928596585,3879357.743571429,695783.2800867525,4811123.606785715,1643318.3935411742,4778924.738392857,1673692.449251161,4673201.138901099,1883604.0029031653,5110268.240328767,2654721.2925224607,4811123.606785715,1643318.3935411742,4106170.127142857,1564174.8311847914,4673201.138901099,1883604.0029031653,4670129.477252747,1919188.1202905136,5110268.240328767,2654721.2925224607,4493982.549534246,2274264.8740134365,4106170.127142857,0.22794475850120907,3035433.21,3174858.73,0.22794475850120907,-0.03179979347167844,4017415.572857143,13116.552352941404,1212334.0736813182,3198523.722857143,-8748.369215686158,955094.4376648351,5110268.240328767,-1303491.4276164384,-502792.1887397263,4493982.549534246,-1341034.2060958904,-727981.254109588
2017-04-18,3821540.36,3378102.79,4071748.88,4866373.41,2330134.4,3041887.24,3035433.21,3378102.79,4866373.41,3041887.24,2705337.11,2705337.11,2405340.07,2405340.07,4057975.442857143,836009.3632354701,3850091.529285714,695685.3962413375,4768111.052142858,1657518.8312501968,4802708.443392858,1647520.3045358344,4665610.786593406,1886299.4678920258,5111967.239342465,2653592.109931074,4768111.052142858,1657518.8312501968,4054623.819285714,1579947.9186762033,4665610.786593406,1886299.4678920258,4655454.73967033,1927675.3971049187,5111967.239342465,2653592.109931074,4495323.756739726,2273173.8376406943,4054623.819285714,0.2092606069119118,3041887.24,3035433.21,0.2092606069119118,-0.029806922863128988,4057975.4428571425,-549140.3797198877,-906287.0132967033,3225601.378571429,-468844.978935574,-779947.1460164841,5111967.239342466,-1004107.9502054797,1394949.1990273977,4495323.756739727,-1096762.7025479448,614183.751109588
2017-04-19,3662021.88,3286486.34,3492367.73,5970375.19,2980880.01,3295901.64,3041887.24,3286486.34,5970375.19,3295901.64,2566855.85,2566855.85,2641429.14,2641429.14,4193530.118571429,763884.5358726037,3903163.0535714286,694636.4001962227,4706146.547857143,1643278.34502124,4825110.0337499995,1630741.5270139878,4660130.696153846,1886822.730836668,5114541.122712329,2652281.0560347945,4706146.547857143,1643278.34502124,3987927.990357143,1569203.4789757843,4660130.696153846,1886822.730836668,4645430.427362638,1932203.5328405197,5114541.122712329,2652281.0560347945,4497216.096438357,2271913.4380821944,3987927.990357143,0.19857161149991115,3295901.64,3041887.24,0.19857161149991115,-0.028600155167240827,4193530.1185714286,-511557.84058823495,-945794.9214835169,3334926.704285714,-438509.9019047616,-796772.9266208792,5114541.122712329,-1724965.0419863013,267237.3027945198,4497216.096438358,-1679260.5146849318,149910.9626712324
2017-04-20,4235369.07,4956524.37,4507541.9,5429549.96,2905862.72,3906454.96,3295901.64,4956524.37,5429549.96,3906454.96,4081540.58,4081540.58,3097527.04,3097527.04,4364110.361428572,1044456.9513554539,4020523.351428571,910011.1893558599,4731897.8375,1660592.7750805435,4883051.522142857,1618910.1744245873,4677242.284615384,1893261.0450920432,5120689.427123288,2652073.9482527,4731897.8375,1660592.7750805435,3989006.3114285716,1569880.0320244057,4677242.284615384,1893261.0450920432,4656265.013406593,1931122.1590653576,5120689.427123288,2652073.9482527,4502299.982410959,2270848.6530681713,3989006.3114285716,0.20707468236111443,3906454.96,3295901.64,0.20707468236111443,-0.02795889287577754,4364110.361428571,-3633.8475630248295,-547268.5160714284,3459441.681428571,4554.722380952627,-456070.22596153826,5120689.427123288,-1653964.1029178079,2178277.896767124,4502299.98241096,-1638666.2698219179,1470334.5683424654
2017-04-21,6150586.07,5498991.17,4188998.54,3989413.65,3470416.25,4406719.83,3906454.96,5498991.17,3989413.65,4406719.83,4432958.2,4432958.2,3563304.85,3563304.85,4314433.7514285715,988239.9890107508,4089255.9485714287,958749.0370597021,4773392.167857143,1655861.794175501,4913066.498035714,1607786.749288271,4665655.958241759,1887019.7749081296,5122729.249232877,2651809.6089500743,4773392.167857143,1655861.794175501,4009093.2364285714,1567128.417172036,4665655.958241759,1887019.7749081296,4643739.429230769,1931168.1311143036,5122729.249232877,2651809.6089500743,4503696.621835616,2270426.2801974993,4009093.2364285714,0.19139292093366417,4406719.83,3906454.96,0.19139292093366417,-0.027416751435471117,4314433.7514285715,259241.8235854346,-103397.84513736307,3408030.2585714282,271996.6203361348,-44242.51593406568,5122729.249232877,-1281136.8594520544,3542602.3995479457,4503696.621835617,-1307090.186958904,2857280.458438355
2017-04-22,5151254.9,3411355.27,3426493.43,4492195.74,4027164.09,4158469.93,4406719.83,3411355.27,4492195.74,4158469.93,2666618.8,2666618.8,3334418.16,3334418.16,4378687.107142857,932804.4517181078,4120301.3292857143,942537.1140486235,4750854.061428571,1664105.1831694618,4910101.581428572,1609602.2115163896,4631126.434505494,1872461.365348924,5121914.615890412,2652152.291586478,4750854.061428571,1664105.1831694618,3972516.2610714287,1575960.7908743906,4631126.434505494,1872461.365348924,4615312.701648352,1934489.0084832516,5121914.615890412,2652152.291586478,4503089.431424658,2270769.4538155883,3972516.2610714287,0.19816225291305642,4158469.93,4406719.83,0.19816225291305642,-0.027332583028786144,4378687.107142856,253979.36481792742,370948.5348076931,3471769.524285714,216930.55338935586,300308.8856318679,5121914.615890412,-1279103.2707671232,-750094.4704383565,4503089.431424658,-1310845.416,-840026.7849178077
2017-04-23,3861128.76,3768908.71,3233949.18,4990183.49,3564052.29,3185076.38,4158469.93,3768908.71,4990183.49,3185076.38,2948986.13,2948986.13,2622321.88,2622321.88,4340709.088571428,966569.2922669393,4139523.715,925663.2253175642,4697742.600357143,1679840.8817836496,4909012.479464286,1610549.9004156522,4601032.838241758,1868292.7348576866,5122785.810958904,2651566.4816683764,4697742.600357143,1679840.8817836496,3911434.1239285716,1586548.8426109268,4601032.838241758,1868292.7348576866,4590927.655604396,1943023.4547210406,5122785.810958904,2651566.4816683764,4503637.913424657,2270338.0616107327,3911434.1239285716,0.1766847738828794,3185076.38,4158469.93,0.1766847738828794,-0.02731050945330738,4340709.088571428,540859.9544257707,1816197.0634065936,3453702.621428571,425636.09896358586,1497660.9822802197,5122785.810958905,-1149216.680712328,-2086157.443232878,4503637.913424658,-1206111.1172876712,-1840908.3783972603
2017-04-24,3503062.58,3821540.36,3267999.74,5455949.84,8506950.72,3397945.31,3185076.38,3821540.36,5455949.84,3397945.31,2987369.39,2987369.39,2701811.9,2701811.9,4397639.488571429,942326.144158196,4207527.530714286,891035.2222321325,4653603.433214285,1675411.7571518014,4832460.737321429,1536609.2534576906,4594492.6561538465,1868576.3393049105,5125038.1612328775,2650446.235211553,4653603.433214285,1675411.7571518014,3868475.076428572,1579600.328871584,4594492.6561538465,1868576.3393049105,4587307.632857143,1944697.356538084,5125038.1612328775,2650446.235211553,4505921.829260274,2268939.356635302,3868475.076428572,0.2048689270987708,3397945.31,3185076.38,0.2048689270987708,-0.027696610356833226,4397639.488571428,8476.757787115059,464553.68096153915,3531998.5914285714,-12461.50478991584,245478.29403846146,5125038.161232877,-1377358.4591095892,-1314019.6664657528,4505921.829260275,-1345046.4486301371,-1232881.9541095896
2017-04-25,4220053.16,3662021.88,3378102.79,6622087.86,7794439.44,2910624.78,3397945.31,3662021.88,6622087.86,2910624.78,2894880.7,2894880.7,2393219.16,2393219.16,4422535.568571429,921729.1418582132,4240255.505714285,866298.1320460135,4554110.8110714285,1636448.505168638,4761779.576607143,1488156.290995192,4583135.040549451,1870024.6267319422,5127574.242493151,2648763.881114543,4554110.8110714285,1636448.505168638,3768159.202142857,1542977.9488701958,4583135.040549451,1870024.6267319422,4576132.854505494,1951134.485160747,5127574.242493151,2648763.881114543,4507484.2952876715,2267676.495627312,3768159.202142857,0.17776445234552002,2910624.78,3397945.31,0.17776445234552002,-0.027203560191558226,4422535.568571429,-544182.1242296917,-824994.5589010996,3541804.0999999996,-466547.66103641427,-652174.6298351644,5127574.242493151,-787740.6294794518,3286080.8386301375,4507484.2952876715,-967854.7347671234,2334508.8668767125
2017-04-26,3836294.44,4235369.07,3286486.34,9527329.68,7344062.69,3710088.5,2910624.78,4235369.07,9527329.68,3710088.5,3332133.13,3332133.13,3052761.25,3052761.25,4442016.441428571,918549.6281407134,4317773.28,821800.4205253496,4369982.4360714285,1314535.319770502,4708702.299642857,1446812.7261906993,4572670.627802199,1868496.5388065197,5129386.973123288,2648017.433328745,4369982.4360714285,1314535.319770502,3594836.5725000002,1241196.6907003252,4572670.627802199,1868496.5388065197,4566854.852747253,1953811.157663917,5129386.973123288,2648017.433328745,4508962.354328766,2266901.396616748,3594836.5725000002,0.1771729299718861,3710088.5,2910624.78,0.1771729299718861,-0.02707594956027916,4442016.441428571,-518927.6662184871,-1458616.3781043955,3578964.0528571424,-445470.78450980375,-1165646.8314560438,5129386.973123288,-1308220.8563561647,-181671.9779452053,4508962.354328768,-1348462.1935342462,-143222.35871233
2017-04-27,4371735.18,6150586.07,4956524.37,8161672.8,7854391.23,3332635.64,3710088.5,6150586.07,8161672.8,3332635.64,4953145.42,4953145.42,2620840.72,2620840.72,4373419.508571428,776659.1119592095,4368764.935,884257.250565865,4281008.676785714,1118011.0694212888,4669702.590892857,1388747.1918088887,4573407.229450549,1868920.5445286771,5135791.827643835,2646486.4110644166,4281008.676785714,1118011.0694212888,3491205.3689285717,1006337.6772030866,4573407.229450549,1868920.5445286771,4568133.379230769,1953759.779937762,5135791.827643835,2646486.4110644166,4514242.288712328,2264734.91005071,3491205.3689285717,0.2135831806683793,3332635.64,3710088.5,0.2135831806683793,-0.027198683856286005,4373419.508571428,14800.323529412166,-143623.2867582415,3521088.531428571,19905.400560224327,41121.55217033027,5135791.827643836,-1324728.7219863012,3219837.3827534253,4514242.288712328,-1349255.6451917808,2525902.024726028
2017-04-28,5670407.54,5151254.9,5498991.17,7149980.42,6760812.85,5247620.14,3332635.64,5151254.9,7149980.42,5247620.14,4073078.24,4073078.24,4151809.58,4151809.58,4384289.8100000005,789781.973553543,4349361.780714286,860202.2387876934,4212343.197857142,986598.254386092,4642319.272321428,1361618.4604455906,4555832.454285714,1854963.8511281896,5135736.284821918,2646484.270372221,4212343.197857142,986598.254386092,3415850.470714286,853225.4366520763,4555832.454285714,1854963.8511281896,4553643.180659341,1951368.3201475623,5135736.284821918,2646484.270372221,4514429.916849315,2264707.6375528118,3415850.470714286,0.20882048066840442,5247620.14,3332635.64,0.20882048066840442,-0.027154559758484284,4384289.81,286415.2610924375,-11328.93376373616,3542119.332857142,295610.46072829165,-121300.49469780206,5135736.284821918,-1806701.472301369,4215005.154506849,4514429.916849315,-1773756.7006986302,3217687.945890412
2017-04-29,5227347.01,3861128.76,3411355.27,6245594.21,2200298.26,6122484.1,5247620.14,3861128.76,6245594.21,6122484.1,3112793.66,3112793.66,4933576.08,4933576.08,4836982.551428571,1227055.1887483564,4607834.829285714,1073808.9282894551,4240356.9028571425,1055218.7335731674,4728563.5525,1357076.9445497023,4529008.198351649,1799930.1555340472,5138222.569342465,2647839.7671958157,4240356.9028571425,1055218.7335731674,3420223.945714285,864590.2452314097,4529008.198351649,1799930.1555340472,4531980.715824177,1927944.4832493793,5138222.569342465,2647839.7671958157,4516342.013561644,2265357.028086784,3420223.945714285,0.19418719601084788,6122484.1,5247620.14,0.19418719601084788,-0.027136144783809962,4836982.551428571,248265.3409803925,54239.289093406056,3901933.292857142,210180.4446778713,138350.47027472558,5138222.569342466,-842736.070109589,2172615.4524931516,4516342.013561644,-996678.2716438354,1964459.5546027394
2017-04-30,7029977.95,3503062.58,3768908.71,5328206.77,2827263.54,6191276.35,6122484.1,3503062.58,5328206.77,6191276.35,2822517.81,2822517.81,4949513.22,4949513.22,5396572.545714286,1398548.7263798413,4868640.817142857,1278314.2493542696,4315070.680357143,1199317.3170740458,4810580.141785714,1378697.7342666918,4497397.383736264,1721040.4909022865,5141589.463013698,2649962.940115395,4315070.680357143,1199317.3170740458,3471518.8817857145,971875.842994678,4497397.383736264,1721040.4909022865,4490813.682197802,1853587.155214618,5141589.463013698,2649962.940115395,4519263.716657534,2266604.593047308,3471518.8817857145,0.200566581073384,6191276.35,6122484.1,0.200566581073384,-0.02562707960679783,5396572.545714285,510153.0250420174,268266.35719780234,4358135.727142856,400703.8535854346,176313.83255494505,5141589.463013699,-269495.3318219178,-1437380.8967671227,4519263.716657534,-500030.07861643843,-1483311.6732465755
2017-05-01,7420192.54,4220053.16,3821540.36,2171539.56,3174821.93,6250389.79,6191276.35,4220053.16,2171539.56,6250389.79,3535441.18,3535441.18,4894988.48,4894988.48,5828972.041428572,1441421.3700814939,5113305.765,1385766.6536167902,4496331.754285715,1245977.53861406,4883294.922142857,1398102.7197789538,4486623.064285714,1700375.4127477154,5144319.4899726035,2651621.143366878,4496331.754285715,1245977.53861406,3618030.033928571,1018135.3153877009,4486623.064285714,1700375.4127477154,4467712.963736264,1822187.5420468724,5144319.4899726035,2651621.143366878,4522014.087424657,2267670.5847245087,3618030.033928571,0.2168506854034138,6250389.79,6191276.35,0.2168506854034138,-0.023885257602891244,5828972.041428571,-30312.383025209867,-887798.3643131867,4695768.959999999,-42357.349299719746,-769052.3126923074,5144319.489972604,1135057.8003698639,-2927023.697136989,4522014.087424657,627601.8920273967,-2404645.8276986303
2017-05-02,7246849.63,3836294.44,3662021.88,4071748.88,4060108.04,4687679.79,6250389.79,3836294.44,4071748.88,4687679.79,2963519.26,2963519.26,3734196.88,3734196.88,6114350.548571429,1149300.3558273744,5268443.058571429,1331300.3549470739,4559267.293928572,1268046.7904896867,4914970.564107142,1399207.0900254508,4463156.523956044,1666167.6639123636,5147459.939835616,2651757.621958622,4559267.293928572,1268046.7904896867,3672280.8999999994,1037943.1527034049,4463156.523956044,1666167.6639123636,4428800.222967033,1776511.2929678329,5147459.939835616,2651757.621958622,4524842.630986301,2267329.073346685,3672280.8999999994,0.20340188594665085,4687679.79,6250389.79,0.20340188594665085,-0.021408353332101306,6114350.548571428,-544591.383193277,683706.1060714286,4953354.105714285,-464803.9967226888,481142.513351649,5147459.939835617,1648943.4906712337,-3455528.9339726027,4524842.630986301,961453.7241780823,-2938587.14690411
2017-05-03,5833943.99,4371735.18,4235369.07,3492367.73,5806076.99,4474322.51,4687679.79,4371735.18,3492367.73,4474322.51,3592252.8,3592252.8,3463929.06,3463929.06,6317541.448571429,885269.4894318507,5379778.944999999,1303137.9911914268,4641470.999285715,1270924.2775337487,4914756.18,1399068.986713064,4462994.861208791,1666036.3600745124,5151075.690438356,2651737.0159111307,4641470.999285715,1270924.2775337487,3737270.4414285715,1042918.3740191583,4462994.861208791,1666036.3600745124,4403433.077582418,1755750.7583345184,5151075.690438356,2651737.0159111307,4528205.6581095895,2266661.397991336,3737270.4414285715,0.22582043376216074,4474322.51,4687679.79,0.22582043376216074,-0.017063854891023383,6317541.448571429,-535114.5539775908,584700.4822252741,5110379.985714285,-459915.818263305,499515.7526098903,5151075.690438357,213878.60857534315,-1126297.0190958916,4528205.658109589,-135829.78524657525,-944583.3035890404
2017-05-04,5794071.48,5670407.54,6150586.07,4507541.9,5427754.58,3503909.61,4474322.51,5670407.54,4507541.9,3503909.61,4548016.77,4548016.77,2759213.27,2759213.27,5903240.037142858,1615799.5439238548,5138329.772857144,1453782.155613406,4579426.562142857,1319192.7433378857,4867301.592142857,1426158.8467548308,4441563.2315384615,1675204.8694890214,5149065.794684932,2653266.503689946,4579426.562142857,1319192.7433378857,3688076.1707142857,1077719.1417329942,4441563.2315384615,1675204.8694890214,4357823.764065933,1755875.4590397696,5149065.794684932,2653266.503689946,4526949.3390958905,2267771.3806632184,3688076.1707142857,0.21253297684240202,3503909.61,4474322.51,0.21253297684240202,-0.011172427988658815,5903240.037142857,7748.623501400993,1352134.2167582416,4789328.565714285,15307.55728291343,1133673.5125549454,5149065.794684933,-302601.47334246524,-4025514.4763287674,4526949.3390958905,-640697.2181232877,-3357900.2907808223
2017-05-05,2770297.66,5227347.01,5151254.9,4188998.54,4280040.71,2511155.37,3503909.61,5227347.01,4188998.54,2511155.37,4220293.85,4220293.85,1925980.79,1925980.79,5455795.792857143,2172074.9678822258,4920042.801428571,1665681.4068965497,4504649.375,1399066.7923275467,4828287.245535715,1471673.9047660278,4435377.736593407,1682884.7797282762,5147926.293123288,2654491.552245171,4504649.375,1399066.7923275467,3624737.0157142854,1144366.3462710031,4435377.736593407,1682884.7797282762,4333072.461318682,1778209.1451777867,5147926.293123288,2654491.552245171,4526172.24410959,2268713.5021088724,3624737.0157142854,0.23303001757314604,2511155.37,3503909.61,0.23303001757314604,-0.0036848601378803125,5455795.792857143,302363.6937535018,886428.0231043954,4421049.604285714,308519.8876190479,780093.7254945056,5147926.293123288,-763311.9661232873,1485356.7769452059,4526172.244109589,-946070.2284520548,1010233.313726028
2017-05-06,2095237.3,7029977.95,3861128.76,3426493.43,3647303.9,1758772.81,2511155.37,7029977.95,3426493.43,1758772.81,5631491.38,5631491.38,1413005.18,1413005.18,4831286.394285714,2270267.2309585456,4834134.472857143,1753211.9968989277,4477217.901071428,1428215.3461525012,4810628.464464285,1491896.2802722927,4431863.879890109,1686291.6056551824,5150391.058465753,2651752.244566695,4477217.901071428,1428215.3461525012,3604281.615714286,1164534.8408014483,4431863.879890109,1686291.6056551824,4313612.044505495,1791519.3495774243,5150391.058465753,2651752.244566695,4528412.031068493,2266033.5513982386,3604281.615714286,0.19659596056639067,1758772.81,2511155.37,0.19659596056639067,0.001859523034118642,4831286.394285714,255367.54563025245,1480336.8944780221,3935197.6099999994,215005.6751540618,1200662.1395329675,5150391.058465755,-2541351.631835616,1254502.0755616422,4528412.031068494,-2353457.832369863,943574.8921780821
2017-05-07,2658412.16,7420192.54,3503062.58,3233949.18,3721441.58,2080412.08,1758772.81,7420192.54,3233949.18,2080412.08,6015934.85,6015934.85,1649512.63,1649512.63,4135597.1428571427,2083144.6481857717,4766084.844285714,1825835.685906418,4452804.279642858,1455830.1768505108,4789716.432321428,1515462.4788820639,4431772.238131869,1686394.757149119,5151678.608328767,2650371.2640917203,4452804.279642858,1455830.1768505108,3584810.5189285716,1185602.6206011167,4431772.238131869,1686394.757149119,4296466.407692308,1805294.3352960742,5151678.608328767,2650371.2640917203,4529635.095835617,2264595.4489766294,3584810.5189285716,0.20712216302839395,2080412.08,1758772.81,0.20712216302839395,0.008530987571872303,4135597.1428571427,535458.4919327736,-1391414.1921703299,3375197.098571428,419573.7337815131,-1104096.4564835161,5151678.608328768,-2754981.1750273965,859306.6242054794,4529635.095835617,-2493720.434726028,504416.52228767145
2017-05-08,2550367.78,7246849.63,4220053.16,3267999.74,5440903.55,2338580.92,2080412.08,7246849.63,3267999.74,2338580.92,5898873.81,5898873.81,1815525.82,1815525.82,3545155.681428571,1579074.7422645679,4687063.861428571,1874574.7359463417,4447295.696071428,1460762.7427973216,4748160.286785714,1529126.5423611933,4444218.945384616,1672226.6090719851,5153802.384986301,2648420.7624067995,4447295.696071428,1460762.7427973216,3579871.133214285,1189865.0338416025,4444218.945384616,1672226.6090719851,4295106.178021978,1806595.8859438852,5153802.384986301,2648420.7624067995,4531578.441342466,2262563.3955492275,3579871.133214285,0.22366345997554785,2338580.92,2080412.08,0.22366345997554785,0.014312023521712795,3545155.6814285717,-5300.899775910146,-1720211.6294780227,2893193.2585714282,-21753.737198879404,-1532774.7154945054,5153802.384986302,-2150696.867753424,-1682261.9235205473,4531578.4413424665,-2032618.2556438355,-1611092.8939315071
2017-05-09,3113759.4,5833943.99,3836294.44,3378102.79,4950740.04,2391118.65,2338580.92,5833943.99,3378102.79,2391118.65,4766615.28,4766615.28,1914802.56,1914802.56,3072197.042857143,1238332.6233230992,4593273.795714286,1951677.7160748963,4416764.650714286,1492525.7251290863,4704811.956071428,1557425.4469017973,4453160.378131868,1659569.328803879,5154164.343534247,2648051.1525437986,4416764.650714286,1492525.7251290863,3558673.2985714287,1211119.4018142545,4453160.378131868,1659569.328803879,4291626.33978022,1810532.0263884375,5154164.343534247,2648051.1525437986,4532118.154164383,2261960.8893130682,3558673.2985714287,0.19920219768266198,2391118.65,2338580.92,0.19920219768266198,0.020724942821261277,3072197.0428571426,-512894.8012324928,-636358.4683516483,2513933.6100000003,-439262.2958543415,-470222.2918131874,5154164.343534248,-2569907.7356438353,-1611022.26631507,4532118.154164383,-2416145.815849315,-1357957.5712876702
2017-05-10,2523233.52,5794071.48,4371735.18,3286486.34,6063850.75,2603594.99,2391118.65,5794071.48,3286486.34,2603594.99,4691433.96,4691433.96,2058134.47,2058134.47,2842073.4628571426,665313.1425553281,4579807.455714286,1953972.9527002526,4448790.367857142,1476913.6283137721,4671229.021607143,1547834.2616391573,4475803.426483517,1641376.2996437901,5158492.046082192,2645160.512140549,4448790.367857142,1476913.6283137721,3590829.0632142858,1195664.7940585916,4475803.426483517,1641376.2996437901,4298252.69901099,1806348.438688454,5158492.046082192,2645160.512140549,4535978.654958904,2258927.338593418,3590829.0632142858,0.20950283054585236,2603594.99,2391118.65,0.20950283054585236,0.026444645798825935,2842073.462857143,-522295.07319327694,-808909.4945054953,2339045.5100000002,-448995.73448179255,-649169.1290934073,5158492.046082193,-2690252.644452055,1054582.2013561632,4535978.654958904,-2432978.525575342,590622.5014383565
2017-05-11,4183206.42,2770297.66,5670407.54,4956524.37,5951627.11,3896973.5,2603594.99,2770297.66,4956524.37,3896973.5,2300656.83,2300656.83,2948324.76,2948324.76,2933390.512857143,696935.9432442426,4418315.275,1950329.142634728,4393540.1049999995,1486123.6813666844,4625834.198392858,1546877.1995664202,4487537.485824176,1629725.8425243334,5157156.548849315,2645922.1261649462,4393540.1049999995,1486123.6813666844,3542581.2107142857,1202368.051937898,4487537.485824176,1629725.8425243334,4292726.0578021975,1810407.0435697848,5157156.548849315,2645922.1261649462,4535382.150712329,2259376.436646865,3542581.2107142857,0.2434321762773086,3896973.5,2603594.99,0.2434321762773086,0.0328178177432485,2933390.5128571424,8373.073249300174,191177.5712087914,2400466.064285714,18174.149383753767,150391.5356593408,5157156.548849316,-2554270.2732191784,1394724.1019452056,4535382.15071233,-2341865.8959178086,1083315.5830958893
