Date,mkt_promo_line_share_91d_gap549,daily_promo_line_share_lag_365,mkt_discount_rate_91d_gap549,daily_discount_rate_lag_365,mkt_promo_revenue_share_91d_gap549,mkt_discount_amount_sum_91d_gap549,active_promo_count,is_any_promo_active,active_discount_avg,active_discount_max,active_discount_sum,active_percentage_promo_count,active_fixed_promo_count,has_fixed_discount_promo,active_stackable_promo_count,has_stackable_promo,active_min_order_promo_count,active_min_order_avg,sitewide_promo_count,category_promo_count,has_streetwear_promo,has_outdoor_promo,email_promo_count,online_promo_count,all_channels_promo_count,social_promo_count,in_store_promo_count,is_spring_sale_active,is_mid_year_sale_active,is_fall_launch_active,is_year_end_sale_active,is_urban_blowout_active,is_rural_special_active,promo_day_index,promo_days_remaining,promo_progress_ratio,days_to_next_promo_start,days_since_last_promo_end,active_email_promo_count,active_online_promo_count,active_all_channels_promo_count,active_social_promo_count,active_in_store_promo_count,active_sitewide_promo_count,active_category_promo_count,mkt_active_promo_count_gap549,mkt_active_promo_count_roll_mean_28d_gap549,mkt_email_promo_count_gap549,mkt_email_promo_count_roll_mean_28d_gap549,mkt_online_promo_count_gap549,mkt_online_promo_count_roll_mean_28d_gap549,mkt_sitewide_promo_count_gap549,mkt_sitewide_promo_count_roll_mean_28d_gap549,mkt_category_promo_count_gap549,mkt_category_promo_count_roll_mean_28d_gap549,mkt_active_discount_avg_gap549,mkt_active_discount_avg_roll_mean_28d_gap549,mkt_avg_discount_value_gap549,mkt_avg_discount_value_roll_mean_28d_gap549,expected_promo_line_share_month,expected_discount_rate_month,expected_promo_revenue_share_month,expected_active_promo_count_month,expected_email_promo_month,expected_online_promo_month,expected_sitewide_promo_month,expected_category_promo_month,mkt_web_sessions_91d_gap549,mkt_web_pageviews_per_session_91d_gap549,mkt_web_bounce_rate_91d_gap549,mkt_web_avg_session_duration_91d_gap549,exp_sessions_direct,exp_bounce_rate_direct,exp_sessions_email_campaign,exp_bounce_rate_email_campaign,exp_sessions_organic_search,exp_bounce_rate_organic_search,exp_sessions_paid_search,exp_bounce_rate_paid_search,exp_sessions_referral,exp_bounce_rate_referral,exp_sessions_social_media,exp_bounce_rate_social_media,mkt_direct_session_share_91d_gap549,mkt_email_campaign_session_share_91d_gap549,mkt_organic_search_session_share_91d_gap549,mkt_paid_search_session_share_91d_gap549,mkt_social_media_session_share_91d_gap549
2015-12-29,0.24341520634130737,1.0,0.027969472505136497,0.1799999861606098,0.19324286561645876,17523060.43,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,24.0,0.2,63.0,72.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.21428571428571427,0.0,0.0,0.0,0.0,1.0,0.21428571428571427,0.0,0.0,18.0,3.857142857142857,18.0,3.857142857142857,0.4312029025955903,0.04887246893343983,0.34156520164233145,0.4821917808219178,0.1780821917808219,0.16164383561643836,0.3863013698630137,0.0958904109589041,2624603.0,4.331027206781369,0.0045228897132252,207.9995723162703,1986.1260273972603,0.00470183625864904,2016.517808219178,0.004458074804117773,5791.1972602739725,0.004495057765990612,4334.441095890411,0.004474611208978611,2035.2739726027398,0.004829982715800101,3335.4657534246576,0.004449784483077264,0.11192892791786034,0.114515223826232,0.20308709545786544,0.28415954717723024,0.15426675958230635
2015-12-30,0.24144689950106915,1.0,0.02862939642606424,0.18000001056911832,0.19011087436550128,17879281.830000002,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,23.0,0.23333333333333334,62.0,73.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,18.0,4.5,18.0,4.5,0.4313754033529854,0.04898947744618151,0.3420718015264897,0.4821917808219178,0.1780821917808219,0.1589041095890411,0.3863013698630137,0.0958904109589041,2633601.0,4.325692084715946,0.00451589614751817,208.20685407546551,1986.1260273972603,0.00470183625864904,2016.517808219178,0.004458074804117773,5711.890410958904,0.004512067103470769,4334.441095890411,0.004474611208978611,2035.2739726027398,0.004829982715800101,3417.690410958904,0.004421400585350837,0.11154650989272863,0.1141239694243737,0.1944140361429085,0.2831886834793881,0.16513549318974285
2015-12-31,0.2381071697032609,1.0,0.02890856522770538,0.17999999825313368,0.1855345734089742,17957346.490000002,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,22.0,0.26666666666666666,61.0,74.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2857142857142857,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.0,0.0,18.0,5.142857142857143,18.0,5.142857142857143,0.4319680077556956,0.04911538483430208,0.3426170687565543,0.4821917808219178,0.1780821917808219,0.15616438356164383,0.3863013698630137,0.0958904109589041,2635686.0,4.31976950213341,0.004499877041498873,208.40740535860493,1986.1260273972603,0.00470183625864904,2085.345205479452,0.004418862065477152,5638.443835616438,0.0044952904425198436,4334.441095890411,0.004474611208978611,2035.2739726027398,0.004829982715800101,3417.690410958904,0.004421400585350837,0.11145826930825599,0.1235651743037676,0.1855198229227609,0.28296466271020143,0.16500486021476002
2016-01-01,0.23608369522305567,1.0,0.02947836215317776,0.18000000719769704,0.18220141652515334,18247365.69,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,21.0,0.3,60.0,75.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.32142857142857145,0.0,0.0,0.0,0.0,1.0,0.32142857142857145,0.0,0.0,18.0,5.785714285714286,18.0,5.785714285714286,0.4330055279360356,0.04937196080424963,0.343728670358592,0.4821917808219178,0.1780821917808219,0.15342465753424658,0.3863013698630137,0.0958904109589041,2628135.0,4.324811320575237,0.004506456148561622,207.5852019397786,1986.1260273972603,0.00470183625864904,2085.345205479452,0.004418862065477152,5704.520547945205,0.004501368268376438,4334.441095890411,0.004474611208978611,1978.5150684931507,0.004814490900883186,3417.690410958904,0.004421400585350837,0.11177850452887694,0.12392019435835679,0.19522969710460078,0.2837776598234109,0.1534289524700976
2016-01-02,0.23078313035307724,1.0,0.029455356339380942,0.18000000316617595,0.1758914705254739,18093090.56,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,20.0,0.3333333333333333,59.0,76.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.35714285714285715,0.0,0.0,0.0,0.0,1.0,0.35714285714285715,0.0,0.0,18.0,6.428571428571429,18.0,6.428571428571429,0.4333208409395892,0.04941185911077769,0.3439015814492378,0.4821917808219178,0.1780821917808219,0.1506849315068493,0.3863013698630137,0.0958904109589041,2619880.0,4.326154251339756,0.004508136720002443,205.6989586164252,1986.1260273972603,0.00470183625864904,2085.345205479452,0.004418862065477152,5704.520547945205,0.004501368268376438,4273.734246575343,0.004461040256732267,1978.5150684931507,0.004814490900883186,3480.2356164383564,0.004399809562570948,0.11213070827671497,0.11244598989266684,0.19584484785562697,0.2846718170297876,0.1626261508160679
2016-01-03,0.22647817712686702,1.0,0.02953386290729336,0.17999999574595993,0.17148609245350413,18046312.26,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,19.0,0.36666666666666664,58.0,77.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.39285714285714285,0.0,0.0,0.0,0.0,1.0,0.39285714285714285,0.0,0.0,18.0,7.071428571428571,18.0,7.071428571428571,0.4327928363988383,0.04928741771408791,0.34336232555884444,0.4821917808219178,0.1780821917808219,0.14794520547945206,0.3863013698630137,0.0958904109589041,2616491.0,4.3180255540722285,0.004500901547148452,206.76177743397548,1929.6219178082192,0.004683734893058758,2085.345205479452,0.004418862065477152,5704.520547945205,0.004501368268376438,4340.28493150685,0.0044472243789309964,1978.5150684931507,0.004814490900883186,3480.2356164383564,0.004399809562570948,0.1122759451494387,0.11259163513270254,0.196098515148724,0.2837452909259004,0.16283679171837395
2016-01-04,0.224674898918151,1.0,0.029500991961660738,0.179999989927964,0.16989109480397252,17990981.32,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,18.0,0.4,57.0,78.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.42857142857142855,0.0,0.0,0.0,0.0,1.0,0.42857142857142855,0.0,0.0,18.0,7.714285714285714,18.0,7.714285714285714,0.43260059071321355,0.04921811892442926,0.34306208653426334,0.4821917808219178,0.1780821917808219,0.14520547945205478,0.3863013698630137,0.0958904109589041,2602624.0,4.298688938548173,0.004491482507653814,207.20784250817636,1929.6219178082192,0.004683734893058758,2085.345205479452,0.004418862065477152,5704.520547945205,0.004501368268376438,4338.8410958904105,0.004434822549042513,1978.5150684931507,0.004814490900883186,3480.2356164383564,0.004399809562570948,0.11287416084689914,0.11319153285299759,0.19714334456302562,0.2799290254758275,0.16370439986721094
2016-01-05,0.22149884788413007,1.0,0.029381705528621904,0.18000000150404025,0.167055638710319,17855044.57,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,17.0,0.43333333333333335,56.0,79.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.4642857142857143,0.0,0.0,0.0,0.0,1.0,0.4642857142857143,0.0,0.0,18.0,8.357142857142858,18.0,8.357142857142858,0.43240821466627916,0.049189130762891414,0.34293650754607025,0.4821917808219178,0.1780821917808219,0.14246575342465753,0.3863013698630137,0.0958904109589041,2594095.0,4.293526644166848,0.0044851143385265385,206.67701587644245,1929.6219178082192,0.004683734893058758,2085.345205479452,0.004418862065477152,5762.169863013699,0.004492550361545689,4277.723287671233,0.004436034447974822,1978.5150684931507,0.004814490900883186,3480.2356164383564,0.004399809562570948,0.11324527436350634,0.11356368984173672,0.19450367083703565,0.2808493906352697,0.1642426356783387
2016-01-06,0.21958641930043266,1.0,0.029403033297055514,0.17999999542241504,0.16486023210232073,17821425.67,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,16.0,0.4666666666666667,55.0,80.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,18.0,9.0,18.0,9.0,0.43271732684650666,0.04923051585469569,0.3431157934133259,0.4821917808219178,0.1780821917808219,0.13972602739726028,0.3863013698630137,0.0958904109589041,2587359.0,4.302099167529516,0.00449551255546679,206.625375450411,1929.6219178082192,0.004683734893058758,2085.345205479452,0.004418862065477152,5762.169863013699,0.004492550361545689,4223.334246575342,0.00444589961057841,2041.9698630136986,0.004805650265188463,3480.2356164383564,0.004399809562570948,0.11354010015618242,0.11385934460583166,0.19501004692429616,0.27002553569102705,0.16467022937288564
2016-01-07,0.21809565792373814,1.0,0.02958304539737028,0.18000000489166348,0.16353520122034987,17905449.88,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,15.0,0.5,54.0,81.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5357142857142857,0.0,0.0,0.0,0.0,1.0,0.5357142857142857,0.0,0.0,18.0,9.642857142857142,18.0,9.642857142857142,0.4331152418155212,0.049266023149289205,0.3432696283647049,0.4821917808219178,0.1780821917808219,0.136986301369863,0.3863013698630137,0.0958904109589041,2582784.0,4.317548428362573,0.0044848388637996825,206.69419645622708,1929.6219178082192,0.004683734893058758,2085.345205479452,0.004418862065477152,5762.169863013699,0.004492550361545689,4169.709589041096,0.004431828904348649,2041.9698630136986,0.004805650265188463,3543.6575342465753,0.004380304909021327,0.11374121877787689,0.11406102871939737,0.19535547688076121,0.25976969038061254,0.17392472618693627
2016-01-08,0.21541523830587195,1.0,0.029596810104676883,0.1800000004240063,0.16022231558676417,17843365.14,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,14.0,0.5333333333333333,53.0,82.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5714285714285714,0.0,0.0,0.0,0.0,1.0,0.5714285714285714,0.0,0.0,18.0,10.285714285714286,18.0,10.285714285714286,0.4335331367525499,0.04937642536441355,0.3437480180722114,0.4821917808219178,0.1780821917808219,0.13424657534246576,0.3863013698630137,0.0958904109589041,2580531.0,4.303811889878478,0.004496735199073369,206.98215340176108,1929.6219178082192,0.004683734893058758,2085.345205479452,0.004418862065477152,5780.027397260274,0.004506218954263856,4169.709589041096,0.004431828904348649,2041.9698630136986,0.004805650265188463,3543.6575342465753,0.004380304909021327,0.11384052352015922,0.11416061268010344,0.205362384718494,0.2599964890946863,0.1633671519543846
2016-01-09,0.2141116526362428,1.0,0.02992190777033171,0.18000001098626317,0.1586808139538476,18012342.330000002,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,13.0,0.5666666666666667,52.0,83.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6071428571428571,0.0,0.0,0.0,0.0,1.0,0.6071428571428571,0.0,0.0,18.0,10.928571428571429,18.0,10.928571428571429,0.4336494895185163,0.04940716668867993,0.34388124465525516,0.4821917808219178,0.1780821917808219,0.13150684931506848,0.3863013698630137,0.0958904109589041,2572427.0,4.299924545963792,0.004500352678618286,205.95073683334843,1929.6219178082192,0.004683734893058758,2143.3342465753426,0.004452441708412319,5717.619178082192,0.004506941738850015,4169.709589041096,0.004431828904348649,2041.9698630136986,0.004805650265188463,3543.6575342465753,0.004380304909021327,0.11419915900431771,0.12274828401350164,0.19463098466934145,0.26081556444556053,0.16388181277836067
2016-01-10,0.21489432333739072,1.0,0.030440935717402536,0.17999998181627294,0.15848797708353185,18330394.17,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,12.0,0.6,51.0,84.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6428571428571429,0.0,0.0,0.0,0.0,1.0,0.6428571428571429,0.0,0.0,18.0,11.571428571428571,18.0,11.571428571428571,0.4339367444781238,0.04951762305800752,0.34436001114099546,0.4821917808219178,0.1780821917808219,0.12876712328767123,0.3863013698630137,0.0958904109589041,2567836.0,4.31753741282543,0.004495473749102357,207.2309580128949,1929.6219178082192,0.004683734893058758,2143.3342465753426,0.004452441708412319,5722.753424657534,0.004491638683362018,4169.709589041096,0.004431828904348649,2041.9698630136986,0.004805650265188463,3543.6575342465753,0.004380304909021327,0.11440333416931611,0.12296774404595932,0.20463105899286402,0.24984189021417255,0.16417481490250935
2016-01-11,0.2135018290655138,1.0,0.030602406080995678,0.18000000172980288,0.15657755643152765,18388948.009999998,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,11.0,0.6333333333333333,50.0,85.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6785714285714286,0.0,0.0,0.0,0.0,1.0,0.6785714285714286,0.0,0.0,18.0,12.214285714285714,18.0,12.214285714285714,0.4331358084411658,0.04938046930866444,0.34376554326943715,0.4821917808219178,0.1780821917808219,0.12602739726027398,0.3863013698630137,0.0958904109589041,2563867.0,4.309961476160815,0.0044941914108649166,206.65949809408988,1929.6219178082192,0.004683734893058758,2082.6246575342466,0.004440561172808811,5722.753424657534,0.004491638683362018,4235.369863013699,0.004434746091298976,2041.9698630136986,0.004805650265188463,3543.6575342465753,0.004380304909021327,0.11458043650470169,0.12315810453506364,0.2049478385579283,0.24868060628729963,0.16442896608911461
2016-01-12,0.21137458317895516,1.0,0.030684703175439972,0.18000000150482226,0.15413397590876035,18386695.39,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,10.0,0.6666666666666666,49.0,86.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.7142857142857143,0.0,0.0,0.0,0.0,1.0,0.7142857142857143,0.0,0.0,18.0,12.857142857142858,18.0,12.857142857142858,0.43250441899319597,0.0492092251928869,0.3430235577224289,0.4821917808219178,0.1780821917808219,0.1232876712328767,0.3863013698630137,0.0958904109589041,2558076.0,4.312879288965613,0.0044826634822421225,206.95124132355724,1929.6219178082192,0.004683734893058758,2082.6246575342466,0.004440561172808811,5722.753424657534,0.004491638683362018,4235.369863013699,0.004434746091298976,1983.3534246575343,0.004811728095766959,3607.213698630137,0.004375013781365043,0.11483982493092465,0.12343691117855764,0.19407945659159462,0.24924357212217307,0.1738697364738186
2016-01-13,0.20973490755179328,1.0,0.031066266450181998,0.1799999969730495,0.15340506163913095,18606629.98,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,9.0,0.7,48.0,87.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,18.0,13.5,18.0,13.5,0.4325731164051908,0.04925715504517418,0.3432312065457831,0.4821917808219178,0.1780821917808219,0.12054794520547946,0.3863013698630137,0.0958904109589041,2546920.0,4.316150880278925,0.004485627342044509,207.58780032352803,1929.6219178082192,0.004683734893058758,2082.6246575342466,0.004440561172808811,5722.753424657534,0.004491638683362018,4292.947945205479,0.004438303742486882,1983.3534246575343,0.004811728095766959,3549.7068493150687,0.004390485434645192,0.11534284547610447,0.12397758861683916,0.18229783424685503,0.2585868421465927,0.17463131939754684
2016-01-14,0.2098613595706619,1.0,0.031400491110942924,0.17999999134410316,0.15248823533707248,18722806.009999998,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,8.0,0.7333333333333333,47.0,88.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.7857142857142857,0.0,0.0,0.0,0.0,1.0,0.7857142857142857,0.0,0.0,18.0,14.142857142857142,18.0,14.142857142857142,0.4324288326249894,0.04921532430882767,0.3430499798301149,0.4821917808219178,0.1780821917808219,0.1178082191780822,0.3863013698630137,0.0958904109589041,2540798.0,4.322974907883271,0.004500729601487407,206.72554504529677,1929.6219178082192,0.004683734893058758,2082.6246575342466,0.004440561172808811,5722.753424657534,0.004491638683362018,4238.183561643836,0.004445647172444644,1983.3534246575343,0.004811728095766959,3612.3424657534247,0.004403308125490613,0.11562076166621668,0.12427631004117604,0.18273707709152795,0.24780246206113196,0.18405005041723113
2016-01-15,0.21130506442912797,1.0,0.03202670460370354,0.18000000883509915,0.15328511524944238,18999852.02,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,7.0,0.7666666666666667,46.0,89.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8214285714285714,0.0,0.0,0.0,0.0,1.0,0.8214285714285714,0.0,0.0,18.0,14.785714285714286,18.0,14.785714285714286,0.43233947731731537,0.04923059485414265,0.3431161359240759,0.4821917808219178,0.1780821917808219,0.11506849315068493,0.3863013698630137,0.0958904109589041,2532968.0,4.301648500889075,0.004488156940790408,206.7315166239763,1929.6219178082192,0.004683734893058758,2082.6246575342466,0.004440561172808811,5722.753424657534,0.004491638683362018,4301.761643835616,0.00443861732339029,1983.3534246575343,0.004811728095766959,3561.4191780821916,0.004408073963126906,0.11597817264173886,0.12466047735304986,0.18330196038797175,0.2577300621247485,0.18461899242311786
2016-01-16,0.21675412293853075,1.0,0.03307072365214996,0.18000000070233632,0.15649720802440598,19551331.75,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,6.0,0.8,45.0,90.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8571428571428571,0.0,0.0,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,18.0,15.428571428571429,18.0,15.428571428571429,0.43286146400483966,0.04932994215558258,0.3435465857494432,0.4821917808219178,0.1780821917808219,0.11232876712328767,0.3863013698630137,0.0958904109589041,2529128.0,4.285965755786184,0.0045093501594225364,206.89962746053186,1999.3424657534247,0.004703481541876781,2082.6246575342466,0.004440561172808811,5722.753424657534,0.004491638683362018,4301.761643835616,0.00443861732339029,1929.3506849315067,0.0048109367620308065,3561.4191780821916,0.004408073963126906,0.1262162294672314,0.12484975058597271,0.17199999367370888,0.2581213762213696,0.18489930126114612
2016-01-17,0.22414244566640482,1.0,0.034332561826029485,0.18000002833518025,0.16196454990230974,20293712.34,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,5.0,0.8333333333333334,44.0,91.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8928571428571429,0.0,0.0,0.0,0.0,1.0,0.8928571428571429,0.0,0.0,18.0,16.071428571428573,18.0,16.071428571428573,0.43276538070574566,0.04939378968795427,0.34382327092801995,0.4821917808219178,0.1780821917808219,0.1095890410958904,0.3863013698630137,0.0958904109589041,2526303.0,4.29532007839123,0.004521346053897732,207.25371212400097,1999.3424657534247,0.004703481541876781,2082.6246575342466,0.004440561172808811,5668.282191780822,0.0044948256750009545,4367.989041095891,0.004450919497765813,1929.3506849315067,0.0048109367620308065,3561.4191780821916,0.004408073963126906,0.11567060641577831,0.12498936192531142,0.17219233005700424,0.2679785441413797,0.1851060620994394
2016-01-18,0.23279155119466707,1.0,0.03568454717102369,0.1800000119338342,0.1685785863351749,21060670.020000003,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,4.0,0.8666666666666667,43.0,92.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.9285714285714286,0.0,0.0,0.0,0.0,1.0,0.9285714285714286,0.0,0.0,18.0,16.714285714285715,18.0,16.714285714285715,0.4319611241047516,0.04927894178533006,0.34332560172534954,0.4821917808219178,0.1780821917808219,0.10684931506849316,0.3863013698630137,0.0958904109589041,2520284.0,4.3042010344865895,0.004533364886655631,207.56221945622002,1999.3424657534247,0.004703481541876781,2082.6246575342466,0.004440561172808811,5614.81095890411,0.0044994427897644485,4429.542465753425,0.004462857377891777,1929.3506849315067,0.0048109367620308065,3561.4191780821916,0.004408073963126906,0.11594685360856158,0.12528786438353773,0.17260356372535793,0.2775330081847919,0.1742454421803257
2016-01-19,0.23757653157044661,0.9238754325259516,0.036436430027387,0.16315233328028542,0.17226489816895701,21420918.69,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,3.0,0.9,42.0,93.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.9642857142857143,0.0,0.0,0.0,0.0,1.0,0.9642857142857143,0.0,0.0,18.0,17.357142857142858,18.0,17.357142857142858,0.43062044194202087,0.04897965038428701,0.34191508195155823,0.4821917808219178,0.1780821917808219,0.10410958904109589,0.3863013698630137,0.0958904109589041,2508526.0,4.30760454545817,0.004530448510400131,206.19498378729182,1999.3424657534247,0.004703481541876781,2082.6246575342466,0.004440561172808811,5668.61095890411,0.004489197948036846,4429.542465753425,0.004462857377891777,1929.3506849315067,0.0048109367620308065,3503.723287671233,0.00440903026838768,0.11649032140787059,0.12587511550607808,0.18124069672787924,0.26631854722653864,0.1750621679823131
2016-01-20,0.24098200165675127,0.8932584269662921,0.036994093795596684,0.15809087397748373,0.17500271541102805,21681994.84,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,2.0,0.9333333333333333,41.0,94.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,18.0,18.0,18.0,0.4295959228248999,0.04877698050149609,0.34083062015190585,0.4821917808219178,0.1780821917808219,0.10136986301369863,0.3863013698630137,0.0958904109589041,2501448.0,4.312040466161999,0.004534182853291374,206.57226590358863,2062.550684931507,0.004682535801527833,2082.6246575342466,0.004440561172808811,5668.61095890411,0.004489197948036846,4429.542465753425,0.004462857377891777,1929.3506849315067,0.0048109367620308065,3445.0054794520547,0.004403218667962435,0.1260429958967766,0.12623128683866305,0.18175352835637598,0.2550194927098225,0.17555751708610373
